0.136400 1
0.045500 2
0.030300 3
0.095200 4
0.076900 5
0.020400 6
0.017500 7
0.042600 8
0.075500 9
0.000000 10
0.000000 11
0.018500 12
0.025000 13
0.046500 14
0.063800 15
0.092600 16
0.056600 17
0.000000 18
0.036400 19
0.016400 20
0.060000 21
0.061200 22
0.046500 23
0.020800 24
0.017200 25
0.043500 26
0.000000 27
0.035700 28
0.033300 29
0.061200 30
