1.9703 2.0300 
2.0267 2.0900 
2.0829 2.1600 
2.1482 2.2200 
2.2039 2.2800 
2.2595 2.3400 
2.3147 2.4100 
2.3789 2.4700 
2.4337 2.5300 
2.4882 2.5900 
2.5425 2.6500 
2.5965 2.7100 
2.6502 2.7700 
2.7037 2.8200 
2.7481 2.8800 
2.8011 2.9400 
2.8538 2.9900 
2.8975 3.0500 
2.9497 3.1000 
2.9930 3.1500 
3.0361 3.2000 
3.0789 3.2500 
3.1216 3.3000 
3.1640 3.3500 
3.2063 3.3900 
3.2399 3.4400 
3.2818 3.4800 
3.3151 3.5200 
3.3483 3.5600 
3.3813 3.6000 
3.4142 3.6400 
3.4470 3.6700 
3.4715 3.7100 
3.5040 3.7400 
3.5283 3.7700 
3.5525 3.8000 
3.5766 3.8300 
3.6006 3.8500 
3.6166 3.8700 
3.6326 3.8900 
3.6485 3.9100 
3.6643 3.9300 
3.6802 3.9500 
3.6960 3.9600 
3.7038 3.9700 
3.7117 3.9800 
3.7196 3.9900 
3.7274 3.9900 
3.7274 4.0000 
3.7353 4.0000 
3.7353 4.0000 
3.7353 4.0000 
3.7353 3.9900 
3.7274 3.9900 
3.7274 3.9800 
3.7196 3.9700 
3.7117 3.9600 
3.7038 3.9400 
3.6881 3.9300 
3.6802 3.9100 
3.6643 3.8900 
3.6485 3.8700 
3.6326 3.8400 
3.6086 3.8200 
3.5926 3.7900 
3.5686 3.7600 
3.5444 3.7300 
3.5202 3.7000 
3.4959 3.6700 
3.4715 3.6300 
3.4388 3.5900 
3.4060 3.5500 
3.3731 3.5100 
3.3400 3.4700 
3.3068 3.4300 
3.2734 3.3800 
3.2315 3.3400 
3.1978 3.2900 
3.1556 3.2400 
3.1131 3.1900 
3.0704 3.1400 
3.0275 3.0900 
2.9843 3.0300 
2.9323 2.9800 
2.8888 2.9200 
2.8363 2.8700 
2.7923 2.8100 
2.7392 2.7500 
2.6859 2.6900 
2.6324 2.6300 
2.5785 2.5700 
2.5244 2.5100 
2.4701 2.4500 
2.4155 2.3900 
2.3606 2.3300 
2.3055 2.2700 
2.2502 2.2000 
2.1854 2.1400 
2.1296 2.0800 
2.0736 2.0200 
2.0173 1.9500 
1.9515 1.8900 
1.8948 1.8300 
1.8380 1.7600 
1.7714 1.7000 
1.7142 1.6400 
1.6567 1.5800 
1.5991 1.5200 
1.5414 1.4600 
1.4835 1.4000 
1.4255 1.3400 
1.3673 1.2800 
1.3090 1.2200 
1.2505 1.1600 
1.1919 1.1000 
1.1333 1.0500 
1.0843 0.9900 
1.0254 0.9400 
0.9763 0.8900 
0.9271 0.8300 
0.8680 0.7800 
0.8187 0.7300 
0.7694 0.6900 
0.7298 0.6400 
0.6804 0.5900 
0.6310 0.5500 
0.5914 0.5100 
0.5518 0.4700 
0.5121 0.4300 
0.4725 0.3900 
0.4328 0.3500 
0.3932 0.3200 
0.3634 0.2800 
0.3237 0.2500 
0.2940 0.2200 
0.2642 0.1900 
0.2345 0.1700 
0.2146 0.1400 
0.1849 0.1200 
0.1650 0.1000 
0.1452 0.0800 
0.1254 0.0700 
0.1155 0.0500 
0.0956 0.0400 
0.0857 0.0300 
0.0758 0.0200 
0.0659 0.0100 
0.0560 0.0000 
0.0461 0.0000 
0.0461 0.0000 
0.0461 0.0000 
0.0461 0.0000 
0.0461 0.0100 
0.0560 0.0100 
0.0560 0.0200 
0.0659 0.0300 
0.0758 0.0500 
0.0956 0.0600 
0.1055 0.0800 
0.1254 0.1000 
0.1452 0.1200 
0.1650 0.1400 
0.1849 0.1600 
0.2047 0.1900 
0.2345 0.2200 
0.2642 0.2400 
0.2841 0.2800 
0.3237 0.3100 
0.3535 0.3400 
0.3833 0.3800 
0.4229 0.4200 
0.4626 0.4600 
0.5022 0.5000 
0.5418 0.5400 
0.5815 0.5800 
0.6211 0.6300 
0.6705 0.6700 
0.7101 0.7200 
0.7595 0.7700 
0.8088 0.8200 
0.8582 0.8700 
0.9074 0.9300 
0.9665 0.9800 
1.0156 1.0300 
1.0647 1.0900 
1.1235 1.1500 
1.1822 1.2000 
1.2310 1.2600 
1.2895 1.3200 
1.3478 1.3800 
1.4061 1.4400 
1.4642 1.5000 
1.5221 1.5600 
1.5799 1.6200 
1.6376 1.6900 
1.7046 1.7500 
1.7619 1.8100 
1.8190 1.8700 
1.8759 1.9400 
1.9421 2.0000 
