2.0984 2.0900 
2.1596 2.1600 
2.2402 2.2200 
2.2918 2.2800 
2.3526 2.3400 
2.4133 2.4100 
2.4932 2.4700 
2.5443 2.5300 
2.6044 2.5900 
2.6643 2.6500 
2.7241 2.7100 
2.7836 2.7700 
2.8428 2.8200 
2.8829 2.8800 
2.9507 2.9400 
3.0092 2.9900 
3.0488 3.0500 
3.1157 3.1000 
3.1549 3.1500 
3.2028 3.2000 
3.2505 3.2500 
3.2980 3.3000 
3.3452 3.3500 
3.3922 3.3900 
3.4209 3.4400 
3.4762 3.4800 
3.5046 3.5200 
3.5416 3.5600 
3.5784 3.6000 
3.6150 3.6400 
3.6514 3.6700 
3.6702 3.7100 
3.7148 3.7400 
3.7334 3.7700 
3.7604 3.8000 
3.7872 3.8300 
3.8140 3.8500 
3.8233 3.8700 
3.8411 3.8900 
3.8588 3.9100 
3.8765 3.9300 
3.8941 3.9500 
3.9117 3.9600 
3.9120 3.9700 
3.9208 3.9800 
3.9295 3.9900 
3.9383 3.9900 
3.9297 4.0000 
3.9470 4.0000 
3.9385 4.0000 
3.9385 4.0000 
3.9385 3.9900 
3.9210 3.9900 
3.9297 3.9800 
3.9122 3.9700 
3.9034 3.9600 
3.8946 3.9400 
3.8681 3.9300 
3.8682 3.9100 
3.8415 3.8900 
3.8237 3.8700 
3.8059 3.8400 
3.7699 3.8200 
3.7612 3.7900 
3.7249 3.7600 
3.6978 3.7300 
3.6706 3.7000 
3.6433 3.6700 
3.6159 3.6300 
3.5695 3.5900 
3.5326 3.5500 
3.4956 3.5100 
3.4583 3.4700 
3.4209 3.4300 
3.3834 3.3800 
3.3261 3.3400 
3.2983 3.2900 
3.2405 3.2400 
3.1926 3.1900 
3.1445 3.1400 
3.0961 3.0900 
3.0476 3.0300 
2.9783 2.9800 
2.9401 2.9200 
2.8701 2.8700 
2.8317 2.8100 
2.7611 2.7500 
2.7013 2.6900 
2.6412 2.6300 
2.5810 2.5700 
2.5205 2.5100 
2.4599 2.4500 
2.3991 2.3900 
2.3382 2.3300 
2.2771 2.2700 
2.2159 2.2000 
2.1326 2.1400 
2.0831 2.0800 
2.0217 2.0200 
1.9603 1.9500 
1.8766 1.8900 
1.8272 1.8300 
1.7658 1.7600 
1.6822 1.7000 
1.6330 1.6400 
1.5719 1.5800 
1.5109 1.5200 
1.4500 1.4600 
1.3893 1.4000 
1.3288 1.3400 
1.2685 1.2800 
1.2083 1.2200 
1.1485 1.1600 
1.0888 1.1000 
1.0294 1.0500 
0.9914 0.9900 
0.9212 0.9400 
0.8833 0.8900 
0.8345 0.8300 
0.7654 0.7800 
0.7277 0.7300 
0.6793 0.6900 
0.6509 0.6400 
0.5927 0.5900 
0.5447 0.5500 
0.5160 0.5100 
0.4775 0.4700 
0.4391 0.4300 
0.4007 0.3900 
0.3622 0.3500 
0.3238 0.3200 
0.3032 0.2800 
0.2563 0.2500 
0.2352 0.2200 
0.2060 0.1900 
0.1767 0.1700 
0.1644 0.1400 
0.1277 0.1200 
0.1150 0.1000 
0.0951 0.0800 
0.0752 0.0700 
0.0716 0.0500 
0.0452 0.0400 
0.0414 0.0300 
0.0313 0.0200 
0.0212 0.0100 
0.0111 0.0000 
0.0009 0.0000 
0.0066 0.0000 
0.0066 0.0000 
0.0066 0.0000 
0.0066 0.0100 
0.0223 0.0100 
0.0168 0.0200 
0.0326 0.0300 
0.0428 0.0500 
0.0688 0.0600 
0.0735 0.0800 
0.0995 0.1000 
0.1199 0.1200 
0.1402 0.1400 
0.1604 0.1600 
0.1807 0.1900 
0.2169 0.2200 
0.2472 0.2400 
0.2610 0.2800 
0.3137 0.3100 
0.3375 0.3400 
0.3674 0.3800 
0.4140 0.4200 
0.4539 0.4600 
0.4938 0.5000 
0.5336 0.5400 
0.5734 0.5800 
0.6131 0.6300 
0.6704 0.6700 
0.7026 0.7200 
0.7601 0.7700 
0.8100 0.8200 
0.8600 0.8700 
0.9100 0.9300 
0.9784 0.9800 
1.0203 1.0300 
1.0706 1.0900 
1.1396 1.1500 
1.2003 1.2000 
1.2421 1.2600 
1.3119 1.3200 
1.3729 1.3800 
1.4339 1.4400 
1.4951 1.5000 
1.5564 1.5600 
1.6177 1.6200 
1.6790 1.6900 
1.7599 1.7500 
1.8121 1.8100 
1.8735 1.8700 
1.9349 1.9400 
2.0158 2.0000 
